Feature Category,Feature Type,Northing,Easting,Elevation,Condition,Activated,Corridor ID
Roadway,EP,200396.4673,1032259.003,18.91,0,1,0
Roadway,EP,200396.467,1032259.003,18.91,0,1,0
Roadway,EP,200398.99,1032233.705,18.357,0,1,0
Roadway,EP,200398.9901,1032233.705,18.357,0,1,0
Roadway,EP,200401.904,1032208.878,17.611,0,1,0
Roadway,EP,200401.9041,1032208.878,17.611,0,1,0
Roadway,EP,200404.2397,1032188.075,17.1098,0,1,0
Roadway,EP,200404.719,1032183.806,17.007,0,1,0
Roadway,EP,200404.719,1032183.806,17.007,0,1,0
Roadway,EP,200404.9749,1032181.442,16.9598,0,1,0
Roadway,EP,200407.42,1032158.849,16.509,0,1,0
Roadway,EP,200407.4202,1032158.849,16.509,0,1,0
Roadway,EP,200407.42,1032158.849,16.509,0,1,0
Roadway,EP,200410.6411,1032134.02,16.019,0,1,0
Roadway,EP,200410.641,1032134.02,16.019,0,1,0
Roadway,EP,200412.6862,1032118.079,15.7779,0,1,0
Roadway,EP,200413.8219,1032109.226,15.644,0,1,0
Roadway,EP,200413.822,1032109.226,15.644,0,1,0
Roadway,EP,200417.0366,1032084.322,15.3506,0,1,0
Roadway,EP,200417.0395,1032084.299,15.3504,0,1,0
Roadway,EP,200417.04,1032084.299,15.35,0,1,0
Roadway,EP,200419.2057,1032069.561,15.1306,0,1,0
Roadway,EP,200419.2081,1032069.548,15.13,0,1,0
Roadway,EP,200457.9402,1034138.878,81.3465,1,1,0
Roadway,EP,200457.9534,1034138.844,85.9101,0,1,0
Roadway,EP,200457.9673,1034138.808,89.051,0,1,0
Roadway,EP,200457.9734,1034138.793,92.0529,0,1,0
Roadway,EP,200458.0833,1034138.512,91.9848,0,1,0
Roadway,EP,200458.406,1034137.686,91.7517,0,1,0
Roadway,EP,200458.4179,1034137.656,91.2425,0,1,0
Roadway,EP,200458.4444,1034137.588,89.1467,0,1,0
Roadway,EP,200458.8333,1034136.594,89.1131,0,1,0
Roadway,EP,200459.9897,1034133.636,88.9499,0,1,0
Roadway,EP,200460.4396,1034132.441,88.8844,0,1,0
Roadway,EP,200461.0051,1034130.938,88.7916,0,1,0
Roadway,EP,200461.0149,1034130.912,88.7747,0,1,0
Roadway,EP,200461.1928,1034130.44,88.3955,0,1,0
Roadway,EP,200466.5421,1034116.225,88.0919,0,1,0
Roadway,EP,200469.9628,1034106.757,87.8882,0,1,0
Roadway,EP,200470.5729,1034105.068,87.8616,0,1,0
Roadway,EP,200470.8555,1034104.286,87.8462,0,1,0
Roadway,EP,200472.2468,1034100.436,87.7485,0,1,0
Roadway,EP,200472.4496,1034099.874,87.7336,0,1,0
Roadway,EP,200473.3981,1034097.249,87.6718,0,1,0
Roadway,EP,200473.8032,1034096.076,87.644,0,1,0
Roadway,EP,200474.1214,1034095.156,87.6298,0,1,0
Roadway,EP,200474.2978,1034094.645,87.6272,0,1,0
Roadway,EP,200474.4576,1034094.183,88.061,0,1,0
Roadway,EP,200474.5137,1034094.02,88.1949,0,1,0
Roadway,EP,200475.1055,1034092.308,88.2221,0,1,0
Roadway,EP,200475.5183,1034091.113,88.2526,0,1,0
Roadway,EP,200475.5971,1034090.885,91.0847,0,1,0
Roadway,EP,200475.5983,1034090.882,91.221,0,1,0
Roadway,EP,200475.768,1034090.39,86.8224,0,1,0
Roadway,EP,200476.0203,1034089.66,80.9016,0,1,0
Roadway,EP,200190.3474,1034634.22,78.3659,1,1,0
Roadway,EP,200190.347,1034634.22,78.366,0,1,0
Roadway,EP,200190.3478,1034634.219,78.3659,0,1,0
Roadway,EP,200190.4468,1034633.949,78.6766,0,1,0
Roadway,EP,200190.4851,1034633.845,78.6694,0,1,0
Roadway,EP,200190.7404,1034633.149,78.6266,0,1,0
Roadway,EP,200191.0637,1034632.268,78.5679,0,1,0
Roadway,EP,200193.6464,1034625.229,78.1303,0,1,0
Roadway,EP,200194.519,1034622.851,77.983,0,1,0
Roadway,EP,200194.5187,1034622.851,77.9837,0,1,0
Roadway,EP,200194.519,1034622.851,77.983,0,1,0
Roadway,EP,200194.5193,1034622.85,77.9836,0,1,0
Roadway,EP,200195.5597,1034620.157,77.9053,0,1,0
Roadway,EP,200196.7814,1034616.996,77.814,0,1,0
Roadway,EP,200196.782,1034616.994,77.814,0,1,0
Roadway,EP,200197.5343,1034615.048,77.7576,0,1,0
Roadway,EP,200198.182,1034613.373,77.709,0,1,0
Roadway,EP,200198.2121,1034613.294,77.7068,0,1,0
Roadway,EP,200198.277,1034613.125,77.702,0,1,0
Roadway,EP,200198.402,1034612.803,77.6921,0,1,0
Roadway,EP,200198.416,1034612.767,77.691,0,1,0
Roadway,EP,200199.181,1034610.788,77.634,0,1,0
Roadway,EP,200199.1818,1034610.785,77.6345,0,1,0
Roadway,EP,200201.1046,1034605.81,77.49,0,1,0
Roadway,EP,200203.7745,1034598.902,77.2901,0,1,0
Roadway,EP,200203.776,1034598.897,77.29,0,1,0
Roadway,EP,200203.7764,1034598.897,77.29,0,1,0
Roadway,EP,200207.0946,1034590.879,77.0778,0,1,0
Roadway,EP,200209.672,1034584.652,76.913,0,1,0
Roadway,EP,200209.6727,1034584.65,76.9136,0,1,0
Roadway,EP,200213.2208,1034576.077,76.6859,0,1,0
Roadway,EP,200213.406,1034575.629,76.674,0,1,0
Roadway,EP,200213.4061,1034575.629,76.674,0,1,0
Roadway,EP,200213.5528,1034575.305,76.6654,0,1,0
Roadway,EP,200223.9075,1034552.429,76.0591,0,1,0
Roadway,EP,200223.911,1034552.422,76.058,0,1,0
Roadway,EP,200223.9109,1034552.422,76.0587,0,1,0
Roadway,EP,200223.913,1034552.417,76.0579,0,1,0
Roadway,EP,200223.9181,1034552.407,76.0576,0,1,0
Roadway,EP,200235.346,1034529.75,75.22,0,1,0
Roadway,EP,200235.3457,1034529.75,75.2209,0,1,0
Roadway,EP,200235.352,1034529.738,75.2198,0,1,0
Roadway,EP,200244.037,1034513.533,74.669,0,1,0
Roadway,EP,200244.0371,1034513.533,74.6691,0,1,0
Roadway,EP,200245.2167,1034511.382,74.5969,0,1,0
Roadway,EP,200247.2907,1034507.6,74.4701,0,1,0
Roadway,EP,200247.292,1034507.597,74.47,0,1,0
Roadway,EP,200251.2183,1034500.439,74.2296,0,1,0
Roadway,EP,200255.1466,1034493.276,73.9893,0,1,0
Roadway,EP,200255.147,1034493.276,73.989,0,1,0
Roadway,EP,200255.1535,1034493.264,73.9889,0,1,0
Roadway,EP,200265.5886,1034475.248,73.4778,0,1,0
Roadway,EP,200267.668,1034471.658,73.376,0,1,0
Roadway,EP,200267.669,1034471.656,73.376,0,1,0
Roadway,EP,200267.6692,1034471.656,73.376,0,1,0
Roadway,EP,200269.4121,1034468.748,73.2973,0,1,0
Roadway,EP,200280.663,1034449.978,72.789,0,1,0
Roadway,EP,200280.6628,1034449.978,72.7893,0,1,0
Roadway,EP,200280.672,1034449.963,72.7888,0,1,0
Roadway,EP,200287.3442,1034439.278,72.4586,0,1,0
Roadway,EP,200294.0258,1034428.577,72.1282,0,1,0
Roadway,EP,200294.0313,1034428.568,72.128,0,1,0
Roadway,EP,200294.031,1034428.568,72.128,0,1,0
Roadway,EP,200303.2499,1034414.299,71.6996,0,1,0
Roadway,EP,200307.63,1034407.519,71.496,0,1,0
Roadway,EP,200307.6299,1034407.519,71.4961,0,1,0
Roadway,EP,200307.6351,1034407.511,71.4959,0,1,0
Roadway,EP,200321.3758,1034386.471,70.9191,0,1,0
Roadway,EP,200321.376,1034386.471,70.919,0,1,0
Roadway,EP,200321.3791,1034386.466,70.919,0,1,0
Roadway,EP,200325.1938,1034380.599,70.7624,0,1,0
Roadway,EP,200335.0011,1034365.515,70.3602,0,1,0
Roadway,EP,200335.007,1034365.505,70.36,0,1,0
Roadway,EP,200335.0075,1034365.505,70.36,0,1,0
Roadway,EP,200345.7708,1034349.141,69.9911,0,1,0
Roadway,EP,200345.773,1034349.137,69.991,0,1,0
Roadway,EP,200345.7733,1034349.137,69.991,0,1,0
Roadway,EP,200359.187,1034328.058,69.5552,0,1,0
Roadway,EP,200359.194,1034328.046,69.555,0,1,0
Roadway,EP,200359.1945,1034328.046,69.555,0,1,0
Roadway,EP,200359.4053,1034327.711,69.5477,0,1,0
Roadway,EP,200372.5044,1034306.886,69.119,0,1,0
Roadway,EP,200373.3432,1034305.553,69.0848,0,1,0
Roadway,EP,200374.6861,1034303.393,69.039,0,1,0
Roadway,EP,200382.7771,1034290.382,68.8307,0,1,0
Roadway,EP,200385.6411,1034285.618,68.7551,0,1,0
Roadway,EP,200387.1521,1034283.105,68.7171,0,1,0
Roadway,EP,200388.9112,1034280.18,68.674,0,1,0
Roadway,EP,200392.934,1034273.34,68.5754,0,1,0
Roadway,EP,200398.268,1034264.034,68.4445,0,1,0
Roadway,EP,200399.0111,1034262.737,68.4292,0,1,0
Roadway,EP,200400.8254,1034259.572,68.388,0,1,0
Roadway,EP,200410.0514,1034242.833,68.1589,0,1,0
Roadway,EP,200410.0615,1034242.815,68.1587,0,1,0
Roadway,EP,200414.5503,1034234.366,68.0707,0,1,0
Roadway,EP,200419.9939,1034223.748,67.9539,0,1,0
Roadway,EP,200421.0973,1034221.596,67.9287,0,1,0
Roadway,EP,200421.5652,1034220.643,67.9173,0,1,0
Roadway,EP,200422.6369,1034218.46,67.8989,0,1,0
Roadway,EP,200426.6426,1034210.3,67.8338,0,1,0
Roadway,EP,200430.2478,1034202.725,67.7733,0,1,0
Roadway,EP,200432.3841,1034198.096,67.7363,0,1,0
Roadway,EP,200437.2788,1034187.489,67.6044,0,1,0
Roadway,EP,200440.3992,1034180.448,67.5171,0,1,0
Roadway,EP,200442.0132,1034176.805,67.5146,0,1,0
Roadway,EP,200442.6599,1034175.346,67.4937,0,1,0
Roadway,EP,200443.6639,1034173.081,67.4175,0,1,0
Roadway,EP,200446.1302,1034167.515,67.3388,0,1,0
Roadway,EP,200450.4082,1034157.465,67.1916,0,1,0
Roadway,EP,200451.4737,1034154.856,67.1522,0,1,0
Roadway,EP,200451.9293,1034153.741,67.1651,0,1,0
Roadway,EP,200452.1215,1034153.27,67.1545,0,1,0
Roadway,EP,200452.6933,1034151.87,67.1339,0,1,0
Roadway,EP,200456.6025,1034142.299,67.124,0,1,0
Roadway,EP,200456.8029,1034141.786,67.1234,0,1,0
Roadway,EP,200457.5776,1034139.805,67.1194,0,1,0
Roadway,EP,200457.5914,1034139.77,67.1192,0,1,0
